file	paragraph	line_start	line_end	char_count	score	snippet
012.国民党特务机关的一所秘密监狱（黄炜）.txt	18	35	35	300	6	一九四一年元月的一天，晚间十点钟左右，一辆大卡车押来了两个人。没有进行搜身就被推入了牢房，显然，他们是从其他特务机关转送过来的。第二天我们才知道一个叫郭嘉、一个叫李德富，都操外省口音。被关押到这里后，连续几夜都提到“花厅”去审讯，深夜或天亮才回来。有一天中午，特务邓超龙，从送饭的窗口递进几张十行纸和钢笔，喊郭嘉去接。他站在窗外问郭：“你还有什么要说的？”郭答...
012.国民党特务机关的一所秘密监狱（黄炜）.txt	19	37	37	185	4	大家听后都木然地坐在草堆上，没有谁说一句话，心情非常沉重。郭嘉站在窗口边，手中紧紧地拿着纸笔，若有所思地望着那昏暗的窗外，这样持续了半个多小时。最后我们看见他在纸上奋笔疾书，写完将钢笔掷在地上；把纸上写的拿给李德富看了后，折好装进了口袋。然后坐在草堆上，用低沉的声音对我们说：“看来，我们就要分别了！”大家的眼睛都润湿了，黄时烽还不住的抽泣；萧之亮不停地摇着头...
012.国民党特务机关的一所秘密监狱（黄炜）.txt	20	39	39	334	6	这一天好像时间过得特别快，到下午送饭时，邓超龙又来了，在窗外高声问道：“姓郭的，你的遗嘱写好了没有？”特务们以为用死来威胁，犯人们就会向他们乞求活命。出乎他们意料，郭嘉从草堆上站起来走到窗口，毫不犹豫地从口袋中摸出他们所要的“遗嘱”，掷给邓超龙，声若洪钟地对他说：“拿去，这就是我的遗嘱！”邓超龙边展纸边说：“你真的写了？”看完后，气急败坏地吼叫：“我怕你写了...
012.国民党特务机关的一所秘密监狱（黄炜）.txt	21	41	41	353	4	入夜以后，“屋顶花园”的气氛显得异常紧张，特务们来来往往，我们都预感到将要发生什么不幸。夜已经很深了，奇怪的是特务们今晚还没有来捆手。大约在下半夜三点钟，牢房的大铁锁“当”的一声门开了，刽子手何裕用手电筒朝牢房横扫了一下，喊道：“郭嘉、李德富出来，到上面去。”郭、李二人站了起来，我们也站了起来。在漆黑的牢房中，只听见他们先后说了声：“再见！”就跨出了牢门。何...
012.国民党特务机关的一所秘密监狱（黄炜）.txt	22	43	43	446	3	几天以后，从特务们断断续续的谈话中，我们约略听到他们对郭嘉、李德富两位革命志士残酷杀害的情况。但由于隔了一层木板，兼之人多话杂，未能完全听清楚。根据我和黄时烽的回忆，当时特务们谈到，郭嘉和李德富都是广人（是广东还是广西不清楚，因为他们只说是“老广”；郭、李二人的名字，我们也是按字音写的，是否真名，也难确定），是给八路军办事处运书刊到贵阳被查获而被捕的。在审讯...
013.昙花一现的内政部调查局（刘介鲁）.txt	5	9	9	304	3	一九四八年，蒋介石又玩弄“还政于民”的把戏，实行所谓“宪政”，以便自己登上“总统”的宝座。在此情况下，中央党员通讯局又不得不再次改组。因为一旦行宪？国民党的党务经费就不能再在国库开支，该局的经费也就没有了着落，因此打算从党务系统转入行政部门。究竟转入哪一行政部门呢？经局长叶秀峰同二陈（陈果夫、陈立夫）研究，开始拟仿照美国联邦调查局的模式，在司法院下设立一个调...
013.昙花一现的内政部调查局（刘介鲁）.txt	7	13	13	806	4	外部矛盾虽告解决，而中统内部的矛盾却相当复杂。一是原任中统局局长的叶秀峰自以为是部长级人物，不愿屈就内政部调查局局长。他一面保留中央党员通讯局局长名义，企图以此从幕后控制内政部调查局，一面打算保荐他一手提拔起来的亲信、原任中统局督察室主任王保身出任内调局局长，便于日后操纵。二是当时角逐内调局局长位置的计有三人：一是前面提到的王保身，一是曾任中统局主任秘书的王...
013.昙花一现的内政部调查局（刘介鲁）.txt	25	49	49	330	3	一九四九年十一月，人民解放军分三路向西南进军，进逼重庆，为此，内调局制定了应变计划，并向各地方单位发布。其内容大体是：㈠对文件的处理：除组织名册、机密文件、关防印信应指定专人随身携带外，其余在必要时一律焚毁。㈡所有专职特务每人发给三个月薪津做为安家费，本人随组织转移，原则上与所在地区的党政机关同进退，不得离开所管辖范围。㈢对细胞分子，凡身分没有暴露，可能潜伏...
013.昙花一现的内政部调查局（刘介鲁）.txt	28	55	55	864	3	季源溥先到重庆，他是按计划到各个办事处了解情况、指挥工作的。季住在范庄，并在此办公，批阅公文，接见部属。季在重庆主持过内调局的局务会议，决定发布应变计划并通告地方单位。重庆调查处处长王难三（原任中统重庆区区长）虽有诚意与地方势力合作，但不愿受地方势力操纵，因此为地方势力中的首要分子龚曼华（重庆市党部组织处处长）、陈铁夫（立法委员）等所不满，双方发生了矛盾。龚...
013.昙花一现的内政部调查局（刘介鲁）.txt	29	57	57	216	3	季源溥到重庆后，渝调处处长王难三曾在重庆皇后餐厅举行有近二百人参加的欢迎会，其中有内调局副局长张益民及处科级人员，有重庆市党部及重庆市参议会中的中统分子，还有渝调处所属基层单位的骨干。在宴会前季源溥发表了讲话，他首先表明抗战期间在重庆住了八年。又曾是重庆市党部委员，重庆可说是他的第二故乡，对重庆有深厚的感情；其次说明时局维艰，抗战八年，是靠重庆取得最后胜利的...
013.昙花一现的内政部调查局（刘介鲁）.txt	31	61	61	250	3	季源溥在重庆住了没几天，处理了一些问题后，便去成都视察四川调查处工作，指示川调处要设法掌握地方武力，准备打游击，要紧紧依靠王陵基，必要时随四川省政府行动。并在拜访四川省主席王陵基时，向王提出由内调局介绍一个专员、十个县长，由四川省政府委派，掌握一个专区的地盘，由内调局去配合地方武装打游击。这一要求当即得到王陵基的同意。季即电告重庆内调局，除指定推荐专门委员齐...
013.昙花一现的内政部调查局（刘介鲁）.txt	32	63	63	159	3	季源溥在成都停留时间很短便返回重庆。原说还要去贵阳、昆明，但不几天便乘飞机经香港转往台湾。行前没有通知其他人，只有甘青山和我去机场送行，在机场遇到西南长官公署副长官钱大钧（他是去机场接人的），钱还同季源溥开玩笑说：“你来不久就走了，真跑得快！”季对钱说：“西南的事靠你了，我们的工作请你多加支持。”言毕便匆匆登机而去。
014.龙云被逐前后见闻（鲁昌文）.txt	2	3	3	180	3	一九四五年春末，有一天，昆明防守司令杜聿明在他司令部的办公室里，单独召见了我（我当时担任情报队队长），布置了一个特殊的任务，要我调查云南省主席兼昆明行营主任龙云的武装实力，也就是龙云的兵员、武器、装备、驻防情况，特别是龙氏所属部队主管官是谁，部队移动动态等情报，随时随地向他报告，不须像平日一样经过参谋处上报，调查中不能泄密，更不能在调查过程中与对方发生摩擦。
014.龙云被逐前后见闻（鲁昌文）.txt	4	7	7	228	4	龙云是蒋介石统一西南诸省的最后一块绊脚石，蒋久想除之而后快，无奈不得其时。蒋介石对龙云是采取了既拉拢又分化的策略。一方面他给龙云冠以一系列高官美职：云南省政府主席、军委会委员长、昆明行营主任、军委会驻滇军官训练团副团长、陆军副总司令；一方面他把龙云倚为柱石的卢汉，委以第一方面军总司令职，命令他率领其所部（包括龙二公子龙绳武的步兵第二旅）开赴越南接受日本军队的...
014.龙云被逐前后见闻（鲁昌文）.txt	14	27	27	176	3	我方那个排长派出了八个士兵，携带冲锋枪迅速跑步离开城门洞，面向城楼上对方的士兵选择了有利的地形地物隐蔽起来，并做好射击准备。这时我们的汽车迅速顺着原来的路线往回开，汽车才出城门洞，城楼上对汽车就打了枪，一颗子弹打中了我右腿的下部，简洁把车子驶出对方射击的有效距离后停在路边，用止血药水和纱布给我擦洗包扎后，又急忙驾车准备直接去向杜聿明报告所有侦查情况。
015.杨虎城将军被捕经过（王根僧）.txt	11	21	21	183	3	我向杨将军询及此次回国经过，他说“我们在国外得悉举国一致抗日，寝食不安，曾两电蒋介石要求回国参加抗战，没有答复；乃另电宋子文嘱其转请，始接宋覆电表示同意，才决定回国”云云。又说“昨接蒋介石由南京来电瞩至南昌相见，并派戴笠迎接，同时并接戴笠电约至长沙会同赴赣”云云。杨将军将以上情况告知我们，我们研究后，认为杨将军只身前去，诸多不便，我既是江西人，自以我陪随前去...
015.杨虎城将军被捕经过（王根僧）.txt	16	31	31	135	3	午后三时三十分车抵武昌车站，戴笠率行营及省府人员约百余人在车站迎接，当即安顿我们住在胭脂坪省政府招待所。表面招待很周到，但发觉有特务人员秘密监视，杨将军去访于右任时亦然。我当将这种情况密告杨将军，杨将军说：“我又不是回来做汉奸，中央不需要这样做吧？”他似乎不相信我的话。
015.杨虎城将军被捕经过（王根僧）.txt	18	35	35	341	3	午十二时三十分，由戴笠陪至汉口空军航空站。已预备小飞机一架，可乘三人，戴笠原来安排是杨将军、戴笠本人，另副官一人。当时经我再三要求，始临时将副官叫下来，准我上机。午后一时五十五分抵南昌，寓二纬路一号戴笠在南昌的办公处所。当车抵寓所附近时，我瞥见有一队宪兵正在周围布置岗哨。戴笠安顿我们二人在楼上住，他自己住在楼下。我趁机将所瞥见的情况告知杨将军，我说可能已把我...
015.杨虎城将军被捕经过（王根僧）.txt	28	55	55	105	4	杨将军读报，借悉倭寇已达南京近郊汤山一带，不胜愤激！他说：“我今不能上前线杀敌，至感无聊！做为一个军人能上前线多杀几个外国敌人，才算得光荣！若论内战，则难免一将功成万骨枯之讥！”云云，于此足见杨将军苦闷的心情。
